RUN	toast.RecordedSimulation	recordedsimulation	1575506917903	 	3.3.1
REQUEST	1267		request_6	1575507046180	1575507051429	OK	 
USER	RecordedSimulation	1267	END	1575506981434	1575507051430
REQUEST	1604		request_3	1575507048707	1575507051430	OK	 
REQUEST	3267		request_1	1575507048477	1575507051432	OK	 
REQUEST	2493		request_2	1575507048717	1575507051432	OK	 
REQUEST	2700		request_2	1575507048737	1575507051438	OK	 
REQUEST	1043		request_7	1575507048541	1575507051438	OK	 
USER	RecordedSimulation	1043	END	1575506973793	1575507051439
REQUEST	1672		request_3	1575507051394	1575507051441	KO	j.i.IOException: Premature close
REQUEST	1546		request_3	1575507051404	1575507051451	KO	j.i.IOException: Premature close
REQUEST	1606		request_3	1575507051404	1575507051451	KO	j.i.IOException: Premature close
REQUEST	1170		request_8	1575507051405	1575507051451	KO	j.i.IOException: Premature close
REQUEST	1532		request_3	1575507046374	1575507051452	OK	 
REQUEST	1170		request_10	1575507051405	1575507051453	KO	j.i.IOException: Premature close
REQUEST	2599		request_2	1575507051414	1575507051455	KO	j.i.IOException: Premature close
REQUEST	3169		request_1	1575507051414	1575507051455	KO	j.i.IOException: Premature close
REQUEST	1059		request_7	1575507051416	1575507051456	KO	j.i.IOException: Premature close
REQUEST	1059		request_8	1575507051416	1575507051457	KO	j.i.IOException: Premature close
REQUEST	1059		request_10	1575507051416	1575507051463	KO	j.i.IOException: Premature close
REQUEST	1059		request_9	1575507051416	1575507051463	KO	j.i.IOException: Premature close
REQUEST	1328		request_6	1575507048729	1575507051465	OK	 
REQUEST	1322		request_5	1575507048727	1575507051466	OK	 
REQUEST	1272		request_9	1575507051428	1575507051470	KO	j.i.IOException: Premature close
REQUEST	1272		request_7	1575507051428	1575507051472	KO	j.i.IOException: Premature close
REQUEST	1834		request_3 Redirect 1	1575507051328	1575507051481	OK	 
REQUEST	1454		request_3 Redirect 1	1575507046342	1575507051484	OK	 
REQUEST	1259		request_5	1575507048717	1575507051484	OK	 
REQUEST	1120		request_6	1575507046359	1575507051484	OK	 
USER	RecordedSimulation	1120	END	1575506976514	1575507051485
REQUEST	2938		request_2	1575507051434	1575507051485	KO	j.i.IOException: Premature close
REQUEST	3038		request_1	1575507048487	1575507051489	OK	 
REQUEST	1532		request_3 Redirect 1	1575507051452	1575507051497	KO	j.i.IOException: Premature close
REQUEST	3174		request_1	1575507051464	1575507051498	KO	j.i.IOException: Premature close
REQUEST	3410		request_1	1575507051464	1575507051498	KO	j.i.IOException: Premature close
REQUEST	1383		request_4	1575507051464	1575507051498	KO	j.i.IOException: Premature close
REQUEST	1231		request_5	1575507051464	1575507051502	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1231	END	1575506980234	1575507051502
REQUEST	1322		request_8	1575507051466	1575507051515	KO	j.i.IOException: Premature close
REQUEST	2927		request_2	1575507051474	1575507051515	KO	j.i.IOException: Premature close
REQUEST	1397		request_5	1575507051484	1575507051515	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1397	END	1575506985557	1575507051515
REQUEST	1259		request_10	1575507051485	1575507051516	KO	j.i.IOException: Premature close
REQUEST	1322		request_7	1575507051466	1575507051516	KO	j.i.IOException: Premature close
REQUEST	1259		request_7	1575507051484	1575507051517	KO	j.i.IOException: Premature close
REQUEST	1259		request_9	1575507051485	1575507051517	KO	j.i.IOException: Premature close
REQUEST	1278		request_3 Redirect 1	1575507046434	1575507051522	OK	 
REQUEST	967		request_9	1575507046420	1575507051522	OK	 
REQUEST	1499		request_3 Redirect 1	1575507051411	1575507051534	OK	 
REQUEST	1170		request_6	1575507051405	1575507051534	OK	 
REQUEST	1280		request_5	1575507048747	1575507051535	OK	 
REQUEST	1590		request_3 Redirect 1	1575507051412	1575507051535	OK	 
REQUEST	2947		request_1	1575507046304	1575507051539	OK	 
REQUEST	2712		request_2	1575507051394	1575507051553	OK	 
REQUEST	1859		request_3	1575507051524	1575507051565	KO	j.i.IOException: Premature close
REQUEST	3183		request_1	1575507051534	1575507051567	KO	j.i.IOException: Premature close
REQUEST	1059		request_6	1575507051416	1575507051568	OK	 
USER	RecordedSimulation	1059	END	1575506974374	1575507051568
REQUEST	1322		request_9	1575507051466	1575507051569	OK	 
REQUEST	1280		request_9	1575507051535	1575507051573	KO	j.i.IOException: Premature close
REQUEST	1280		request_7	1575507051535	1575507051573	KO	j.i.IOException: Premature close
REQUEST	967		request_7	1575507046419	1575507051576	OK	 
REQUEST	1095		request_7	1575507048820	1575507051576	OK	 
REQUEST	2399		request_2	1575507048827	1575507051576	OK	 
REQUEST	1269		request_5	1575507048727	1575507051576	OK	 
REQUEST	1356		request_4	1575507046424	1575507051576	OK	 
REQUEST	1095		request_9	1575507048820	1575507051584	OK	 
REQUEST	3298		request_1	1575507051544	1575507051585	KO	j.i.IOException: Premature close
REQUEST	1755		request_3	1575507046434	1575507051586	OK	 
REQUEST	1079		request_5	1575507051544	1575507051590	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1079	END	1575506975084	1575507051590
REQUEST	1784		request_3	1575507051544	1575507051605	OK	 
REQUEST	1095		request_8	1575507048820	1575507051608	OK	 
REQUEST	1173		request_4	1575507051574	1575507051608	KO	j.i.IOException: Premature close
REQUEST	1259		request_8	1575507051485	1575507051614	OK	 
REQUEST	2607		request_2	1575507051444	1575507051619	OK	 
REQUEST	1272		request_6	1575507051428	1575507051621	OK	 
REQUEST	1269		request_10	1575507051577	1575507051621	KO	j.i.IOException: Premature close
REQUEST	1115		request_5	1575507051584	1575507051621	KO	j.i.IOException: Premature close
REQUEST	2501		request_2	1575507051554	1575507051621	OK	 
USER	RecordedSimulation	1115	END	1575506976344	1575507051621
REQUEST	1856		request_3	1575507051584	1575507051621	KO	j.i.IOException: Premature close
REQUEST	1272		request_8	1575507051428	1575507051622	OK	 
REQUEST	1857		request_3	1575507051594	1575507051632	KO	j.i.IOException: Premature close
REQUEST	2331		request_2	1575507051594	1575507051632	KO	j.i.IOException: Premature close
REQUEST	1351		request_5	1575507051604	1575507051637	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1351	END	1575506984114	1575507051638
REQUEST	1280		request_6	1575507051535	1575507051649	OK	 
REQUEST	1363		request_4	1575507046495	1575507051651	OK	 
REQUEST	2503		request_2	1575507046575	1575507051651	OK	 
REQUEST	1095		request_10	1575507048820	1575507051651	OK	 
REQUEST	1209		request_7	1575507046592	1575507051665	OK	 
REQUEST	1761		request_3 Redirect 1	1575507046505	1575507051665	OK	 
REQUEST	1091		request_5	1575507046595	1575507051665	OK	 
REQUEST	3407		request_1	1575507051374	1575507051666	OK	 
REQUEST	1259		request_6	1575507051484	1575507051667	OK	 
REQUEST	1288		request_5	1575507051514	1575507051667	OK	 
USER	RecordedSimulation	1259	END	1575506981174	1575507051667
REQUEST	1011		request_4	1575507046485	1575507051671	OK	 
REQUEST	967		request_6	1575507046419	1575507051677	OK	 
USER	RecordedSimulation	967	END	1575506971085	1575507051677
REQUEST	1776		request_3	1575507051654	1575507051696	KO	j.i.IOException: Premature close
REQUEST	2835		request_2	1575507051654	1575507051696	KO	j.i.IOException: Premature close
REQUEST	2822		request_2	1575507051654	1575507051696	KO	j.i.IOException: Premature close
REQUEST	1638		request_3	1575507051654	1575507051697	KO	j.i.IOException: Premature close
REQUEST	1460		request_4	1575507051664	1575507051697	KO	j.i.IOException: Premature close
REQUEST	1691		request_3	1575507051664	1575507051698	KO	j.i.IOException: Premature close
REQUEST	3421		request_1	1575507051664	1575507051702	KO	j.i.IOException: Premature close
REQUEST	1091		request_9	1575507051666	1575507051702	KO	j.i.IOException: Premature close
REQUEST	1288		request_8	1575507051668	1575507051712	KO	j.i.IOException: Premature close
REQUEST	1091		request_7	1575507051665	1575507051712	KO	j.i.IOException: Premature close
REQUEST	1091		request_10	1575507051666	1575507051713	KO	j.i.IOException: Premature close
REQUEST	1139		request_6	1575507046654	1575507051719	OK	 
USER	RecordedSimulation	1139	END	1575506977164	1575507051719
REQUEST	1336		request_3 Redirect 1	1575507046619	1575507051719	OK	 
REQUEST	1209		request_9	1575507046593	1575507051720	OK	 
REQUEST	1612		request_3 Redirect 1	1575507046652	1575507051720	OK	 
USER	RecordedSimulation	1209	END	1575506979504	1575507051720
REQUEST	2732		request_2	1575507051684	1575507051724	KO	j.i.IOException: Premature close
REQUEST	1784		request_3 Redirect 1	1575507051605	1575507051738	OK	 
REQUEST	1269		request_9	1575507051577	1575507051738	OK	 
REQUEST	1687		request_3	1575507051704	1575507051743	KO	j.i.IOException: Premature close
REQUEST	1615		request_3	1575507051704	1575507051757	KO	j.i.IOException: Premature close
REQUEST	3411		request_1	1575507051714	1575507051757	KO	j.i.IOException: Premature close
REQUEST	1778		request_3	1575507051674	1575507051758	OK	 
REQUEST	2852		request_1	1575507046475	1575507051759	OK	 
REQUEST	1095		request_6	1575507048819	1575507051759	OK	 
USER	RecordedSimulation	1095	END	1575506975654	1575507051759
REQUEST	1189		request_6	1575507046658	1575507051760	OK	 
USER	RecordedSimulation	1189	END	1575506978834	1575507051760
REQUEST	1312		request_4	1575507051624	1575507051775	OK	 
REQUEST	1288		request_6	1575507051667	1575507051776	OK	 
REQUEST	3176		request_1	1575507051574	1575507051801	OK	 
REQUEST	1288		request_10	1575507051668	1575507051801	OK	 
REQUEST	1391		request_5	1575507051684	1575507051801	OK	 
REQUEST	1431		request_4	1575507051694	1575507051809	OK	 
REQUEST	2942		request_2	1575507051774	1575507051811	KO	j.i.IOException: Premature close
REQUEST	2933		request_2	1575507051774	1575507051811	KO	j.i.IOException: Premature close
REQUEST	1070		request_7	1575507048870	1575507051816	OK	 
REQUEST	3314		request_1	1575507051784	1575507051828	KO	j.i.IOException: Premature close
REQUEST	1942		request_3	1575507051784	1575507051828	KO	j.i.IOException: Premature close
REQUEST	1676		request_3	1575507051794	1575507051828	KO	j.i.IOException: Premature close
REQUEST	1091		request_8	1575507051666	1575507051830	OK	 
REQUEST	1391		request_8	1575507051802	1575507051830	KO	j.i.IOException: Premature close
REQUEST	1391		request_7	1575507051802	1575507051836	KO	j.i.IOException: Premature close
REQUEST	1391		request_9	1575507051802	1575507051843	KO	j.i.IOException: Premature close
REQUEST	1391		request_10	1575507051802	1575507051846	KO	j.i.IOException: Premature close
REQUEST	1391		request_6	1575507051801	1575507051847	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1391	END	1575506985364	1575507051847
REQUEST	1840		request_3	1575507048887	1575507051853	OK	 
REQUEST	1693		request_3	1575507051764	1575507051854	OK	 
REQUEST	1337		request_5	1575507048857	1575507051856	OK	 
REQUEST	1607		request_3 Redirect 1	1575507048915	1575507051856	OK	 
REQUEST	1070		request_9	1575507048870	1575507051856	OK	 
REQUEST	2621		request_2	1575507051764	1575507051871	OK	 
REQUEST	1344		request_5	1575507051844	1575507051881	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1344	END	1575506983894	1575507051881
REQUEST	3429		request_1	1575507051844	1575507051883	KO	j.i.IOException: Premature close
REQUEST	1405		request_4	1575507051844	1575507051883	KO	j.i.IOException: Premature close
REQUEST	2725		request_2	1575507051844	1575507051883	KO	j.i.IOException: Premature close
REQUEST	1341		request_5	1575507051844	1575507051883	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1341	END	1575506983804	1575507051883
REQUEST	3193		request_1	1575507051854	1575507051892	KO	j.i.IOException: Premature close
REQUEST	1438		request_3	1575507048917	1575507051893	OK	 
REQUEST	1264		request_5	1575507048857	1575507051895	OK	 
REQUEST	1221		request_5	1575507048857	1575507051895	OK	 
REQUEST	2705		request_2	1575507048887	1575507051895	OK	 
REQUEST	3301		request_1	1575507051634	1575507051909	OK	 
REQUEST	3418		request_1	1575507051604	1575507051910	OK	 
REQUEST	1380		request_4	1575507051724	1575507051910	OK	 
REQUEST	3192		request_1	1575507051884	1575507051926	KO	j.i.IOException: Premature close
REQUEST	1788		request_3	1575507051894	1575507051926	KO	j.i.IOException: Premature close
REQUEST	2958		request_2	1575507051894	1575507051926	KO	j.i.IOException: Premature close
REQUEST	3432		request_1	1575507051894	1575507051926	KO	j.i.IOException: Premature close
REQUEST	2742		request_2	1575507051894	1575507051927	KO	j.i.IOException: Premature close
REQUEST	3191		request_1	1575507051894	1575507051927	KO	j.i.IOException: Premature close
REQUEST	3286		request_1	1575507048877	1575507051928	OK	 
REQUEST	1070		request_8	1575507048870	1575507051928	OK	 
REQUEST	1051		request_4	1575507048887	1575507051928	OK	 
USER	RecordedSimulation	1070	END	1575506974764	1575507051928
REQUEST	1221		request_7	1575507051895	1575507051931	KO	j.i.IOException: Premature close
REQUEST	1221		request_9	1575507051895	1575507051941	KO	j.i.IOException: Premature close
REQUEST	1317		request_4	1575507051804	1575507051942	OK	 
REQUEST	1221		request_8	1575507051895	1575507051954	KO	j.i.IOException: Premature close
REQUEST	1424		request_5	1575507051904	1575507051956	KO	j.i.IOException: Premature close
REQUEST	3433		request_1	1575507051914	1575507051956	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1424	END	1575506986397	1575507051956
REQUEST	1264		request_10	1575507051895	1575507051956	KO	j.i.IOException: Premature close
REQUEST	1408		request_5	1575507051914	1575507051956	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1408	END	1575506985897	1575507051956
REQUEST	1610		request_3	1575507048977	1575507051970	OK	 
REQUEST	1840		request_3 Redirect 1	1575507051853	1575507051971	OK	 
REQUEST	1585		request_3 Redirect 1	1575507048917	1575507051971	OK	 
REQUEST	1496		request_3 Redirect 1	1575507049004	1575507051973	OK	 
REQUEST	1292		request_5	1575507051814	1575507051986	OK	 
REQUEST	3196		request_1	1575507051734	1575507051988	OK	 
REQUEST	1297		request_4	1575507048967	1575507051993	OK	 
REQUEST	2721		request_2	1575507046825	1575507052006	OK	 
REQUEST	1342		request_5	1575507051974	1575507052013	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1342	END	1575506983834	1575507052013
REQUEST	1292		request_8	1575507051986	1575507052014	KO	j.i.IOException: Premature close
REQUEST	1292		request_7	1575507051986	1575507052014	KO	j.i.IOException: Premature close
REQUEST	1264		request_6	1575507051895	1575507052022	OK	 
REQUEST	1438		request_3 Redirect 1	1575507051893	1575507052022	OK	 
REQUEST	1292		request_6	1575507051986	1575507052030	KO	j.i.IOException: Premature close
REQUEST	3291		request_1	1575507048967	1575507052033	OK	 
REQUEST	1337		request_8	1575507051856	1575507052039	OK	 
REQUEST	1337		request_9	1575507051856	1575507052039	OK	 
REQUEST	3438		request_1	1575507052024	1575507052055	KO	j.i.IOException: Premature close
REQUEST	2846		request_2	1575507052024	1575507052059	KO	j.i.IOException: Premature close
REQUEST	3055		request_1	1575507048907	1575507052061	OK	 
REQUEST	972		request_5	1575507046925	1575507052061	OK	 
REQUEST	993		request_6	1575507046888	1575507052062	OK	 
USER	RecordedSimulation	993	END	1575506972025	1575507052062
REQUEST	2736		request_2	1575507046915	1575507052062	OK	 
REQUEST	1613		request_3	1575507046995	1575507052083	OK	 
REQUEST	1965		request_3	1575507052004	1575507052084	OK	 
REQUEST	2944		request_1	1575507048947	1575507052085	OK	 
REQUEST	1151		request_5	1575507048977	1575507052085	OK	 
REQUEST	1534		request_3 Redirect 1	1575507046967	1575507052085	OK	 
REQUEST	2603		request_2	1575507049157	1575507052086	OK	 
REQUEST	1238		request_5	1575507052054	1575507052092	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1238	END	1575506980474	1575507052093
REQUEST	1225		request_5	1575507051954	1575507052094	OK	 
REQUEST	1103		request_5	1575507052054	1575507052100	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1103	END	1575506975924	1575507052101
REQUEST	1331		request_9	1575507049139	1575507052104	OK	 
REQUEST	1685		request_3	1575507052054	1575507052108	KO	j.i.IOException: Premature close
REQUEST	972		request_9	1575507052062	1575507052108	KO	j.i.IOException: Premature close
REQUEST	972		request_10	1575507052062	1575507052108	KO	j.i.IOException: Premature close
REQUEST	2967		request_2	1575507052074	1575507052113	KO	j.i.IOException: Premature close
REQUEST	3214		request_1	1575507052074	1575507052116	KO	j.i.IOException: Premature close
REQUEST	1151		request_7	1575507052085	1575507052118	KO	j.i.IOException: Premature close
REQUEST	2750		request_2	1575507052084	1575507052119	KO	j.i.IOException: Premature close
REQUEST	2857		request_2	1575507052084	1575507052119	KO	j.i.IOException: Premature close
REQUEST	1331		request_6	1575507049139	1575507052123	OK	 
REQUEST	1623		request_3	1575507052034	1575507052125	OK	 
REQUEST	1762		request_3	1575507046985	1575507052126	OK	 
REQUEST	1765		request_3 Redirect 1	1575507049144	1575507052128	OK	 
REQUEST	1331		request_8	1575507049139	1575507052128	OK	 
REQUEST	1034		request_9	1575507049117	1575507052128	OK	 
USER	RecordedSimulation	1331	END	1575506983494	1575507052128
REQUEST	1151		request_9	1575507052085	1575507052131	KO	j.i.IOException: Premature close
REQUEST	1151		request_10	1575507052086	1575507052131	KO	j.i.IOException: Premature close
REQUEST	2751		request_2	1575507052034	1575507052139	OK	 
REQUEST	1225		request_8	1575507052095	1575507052143	KO	j.i.IOException: Premature close
REQUEST	1292		request_10	1575507051986	1575507052143	OK	 
REQUEST	1225		request_10	1575507052095	1575507052143	KO	j.i.IOException: Premature close
REQUEST	2959		request_2	1575507052114	1575507052163	KO	j.i.IOException: Premature close
REQUEST	3444		request_1	1575507052124	1575507052163	KO	j.i.IOException: Premature close
REQUEST	3219		request_1	1575507052124	1575507052164	KO	j.i.IOException: Premature close
REQUEST	1247		request_4	1575507047025	1575507052164	OK	 
REQUEST	2960		request_2	1575507052134	1575507052168	KO	j.i.IOException: Premature close
REQUEST	2638		request_2	1575507052144	1575507052171	KO	j.i.IOException: Premature close
REQUEST	1207		request_5	1575507052144	1575507052172	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1207	END	1575506979434	1575507052172
REQUEST	1411		request_5	1575507052144	1575507052182	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1411	END	1575506985997	1575507052182
REQUEST	3329		request_1	1575507052154	1575507052183	KO	j.i.IOException: Premature close
REQUEST	1071		request_4	1575507047055	1575507052185	OK	 
REQUEST	1130		request_5	1575507049177	1575507052185	OK	 
REQUEST	1149		request_9	1575507047031	1575507052185	OK	 
REQUEST	3092		request_1	1575507046865	1575507052185	OK	 
USER	RecordedSimulation	1149	END	1575506977504	1575507052185
REQUEST	1093		request_5	1575507052164	1575507052200	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1093	END	1575506975584	1575507052200
REQUEST	1786		request_3	1575507052174	1575507052207	KO	j.i.IOException: Premature close
REQUEST	2856		request_2	1575507052174	1575507052208	KO	j.i.IOException: Premature close
REQUEST	1130		request_8	1575507052186	1575507052211	KO	j.i.IOException: Premature close
REQUEST	2755		request_2	1575507052184	1575507052211	KO	j.i.IOException: Premature close
REQUEST	1130		request_9	1575507052186	1575507052213	KO	j.i.IOException: Premature close
REQUEST	1130		request_7	1575507052185	1575507052213	KO	j.i.IOException: Premature close
REQUEST	1130		request_10	1575507052186	1575507052218	KO	j.i.IOException: Premature close
REQUEST	1255		request_5	1575507052194	1575507052220	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1255	END	1575506981034	1575507052220
REQUEST	1472		request_4	1575507052194	1575507052222	KO	j.i.IOException: Premature close
REQUEST	1762		request_3 Redirect 1	1575507052126	1575507052227	OK	 
REQUEST	1773		request_3	1575507049247	1575507052234	OK	 
REQUEST	1637		request_3	1575507049307	1575507052234	OK	 
REQUEST	1772		request_3	1575507049307	1575507052234	OK	 
REQUEST	1510		request_3	1575507049287	1575507052234	OK	 
REQUEST	3072		request_1	1575507049167	1575507052236	OK	 
REQUEST	1131		request_4	1575507047055	1575507052236	OK	 
REQUEST	1358		request_5	1575507052094	1575507052242	OK	 
REQUEST	1225		request_6	1575507052095	1575507052246	OK	 
REQUEST	1511		request_3	1575507049367	1575507052264	OK	 
REQUEST	3332		request_1	1575507052234	1575507052272	KO	j.i.IOException: Premature close
REQUEST	1885		request_3	1575507052234	1575507052272	KO	j.i.IOException: Premature close
REQUEST	1358		request_10	1575507052242	1575507052273	KO	j.i.IOException: Premature close
REQUEST	3206		request_1	1575507051994	1575507052273	OK	 
REQUEST	3097		request_1	1575507047025	1575507052274	OK	 
REQUEST	1705		request_3	1575507049387	1575507052274	OK	 
REQUEST	1204		request_4	1575507049237	1575507052275	OK	 
REQUEST	1769		request_3 Redirect 1	1575507049313	1575507052276	OK	 
REQUEST	1480		request_3	1575507052244	1575507052288	KO	j.i.IOException: Premature close
REQUEST	1136		request_8	1575507047097	1575507052288	OK	 
USER	RecordedSimulation	1136	END	1575506977064	1575507052288
REQUEST	1968		request_3	1575507052254	1575507052295	KO	j.i.IOException: Premature close
REQUEST	1135		request_10	1575507049434	1575507052295	OK	 
REQUEST	1400		request_5	1575507052114	1575507052301	OK	 
REQUEST	1225		request_7	1575507052095	1575507052301	OK	 
REQUEST	1772		request_3 Redirect 1	1575507052234	1575507052317	OK	 
REQUEST	1773		request_3 Redirect 1	1575507052234	1575507052317	OK	 
REQUEST	1854		request_3 Redirect 1	1575507049404	1575507052322	OK	 
REQUEST	1223		request_5	1575507049397	1575507052322	OK	 
REQUEST	1400		request_7	1575507052301	1575507052330	KO	j.i.IOException: Premature close
REQUEST	1346		request_5	1575507049417	1575507052337	OK	 
REQUEST	1400		request_9	1575507052301	1575507052351	KO	j.i.IOException: Premature close
REQUEST	2449		request_2	1575507052304	1575507052351	KO	j.i.IOException: Premature close
REQUEST	1373		request_5	1575507052314	1575507052352	KO	j.i.IOException: Premature close
REQUEST	1620		request_3	1575507052314	1575507052352	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1373	END	1575506984804	1575507052352
REQUEST	1972		request_3	1575507052324	1575507052352	KO	j.i.IOException: Premature close
REQUEST	1223		request_9	1575507052323	1575507052353	KO	j.i.IOException: Premature close
REQUEST	1223		request_7	1575507052323	1575507052354	KO	j.i.IOException: Premature close
REQUEST	1223		request_8	1575507052323	1575507052354	KO	j.i.IOException: Premature close
REQUEST	2847		request_2	1575507052264	1575507052354	OK	 
REQUEST	1223		request_10	1575507052323	1575507052354	KO	j.i.IOException: Premature close
REQUEST	1305		request_5	1575507052324	1575507052356	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1305	END	1575506982664	1575507052356
REQUEST	1135		request_9	1575507049434	1575507052362	OK	 
REQUEST	2978		request_2	1575507052324	1575507052364	KO	j.i.IOException: Premature close
REQUEST	2866		request_2	1575507052324	1575507052364	KO	j.i.IOException: Premature close
REQUEST	1223		request_6	1575507052323	1575507052365	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1223	END	1575506979974	1575507052365
REQUEST	2965		request_1	1575507049347	1575507052366	OK	 
REQUEST	1453		request_4	1575507049407	1575507052373	OK	 
REQUEST	2622		request_2	1575507052334	1575507052377	KO	j.i.IOException: Premature close
REQUEST	1346		request_9	1575507052338	1575507052381	KO	j.i.IOException: Premature close
REQUEST	1382		request_5	1575507052344	1575507052382	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1382	END	1575506985084	1575507052382
REQUEST	1346		request_6	1575507052338	1575507052389	KO	j.i.IOException: Premature close
REQUEST	1358		request_6	1575507052242	1575507052398	OK	 
REQUEST	1219		request_5	1575507052364	1575507052401	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1219	END	1575506979834	1575507052401
REQUEST	3456		request_1	1575507052374	1575507052418	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1450		request_4	1575507052394	1575507052429	KO	j.i.IOException: Premature close
REQUEST	1556		request_3	1575507049507	1575507052430	OK	 
REQUEST	3448		request_1	1575507052224	1575507052446	OK	 
REQUEST	1400		request_6	1575507052301	1575507052446	OK	 
REQUEST	2970		request_2	1575507052344	1575507052447	OK	 
REQUEST	1400		request_10	1575507052301	1575507052447	OK	 
REQUEST	3458		request_1	1575507052424	1575507052461	KO	j.i.IOException: Premature close
REQUEST	1576		request_3	1575507052434	1575507052461	KO	j.i.IOException: Premature close
REQUEST	3090		request_1	1575507049427	1575507052474	OK	 
REQUEST	3089		request_1	1575507049447	1575507052474	OK	 
REQUEST	1415		request_10	1575507049494	1575507052480	OK	 
REQUEST	1415		request_6	1575507049493	1575507052485	OK	 
USER	RecordedSimulation	1415	END	1575506986117	1575507052486
REQUEST	3451		request_1	1575507052274	1575507052490	OK	 
REQUEST	1346		request_7	1575507052338	1575507052490	OK	 
REQUEST	2530		request_2	1575507052414	1575507052497	OK	 
REQUEST	1515		request_3 Redirect 1	1575507047216	1575507052517	OK	 
REQUEST	3087		request_1	1575507049467	1575507052524	OK	 
REQUEST	1703		request_3 Redirect 1	1575507049539	1575507052524	OK	 
REQUEST	1303		request_5	1575507047195	1575507052529	OK	 
REQUEST	1486		request_4	1575507052414	1575507052539	OK	 
REQUEST	1471		request_4	1575507052394	1575507052539	OK	 
REQUEST	2763		request_2	1575507052444	1575507052539	OK	 
REQUEST	2862		request_1	1575507049447	1575507052540	OK	 
REQUEST	1562		request_3 Redirect 1	1575507049552	1575507052572	OK	 
REQUEST	1573		request_3 Redirect 1	1575507049539	1575507052573	OK	 
REQUEST	1334		request_5	1575507049587	1575507052573	OK	 
REQUEST	1303		request_8	1575507052529	1575507052576	KO	j.i.IOException: Premature close
REQUEST	1559		request_3 Redirect 1	1575507049607	1575507052576	OK	 
REQUEST	3460		request_1	1575507052544	1575507052594	KO	j.i.IOException: Premature close
REQUEST	1709		request_3	1575507052554	1575507052595	KO	j.i.IOException: Premature close
REQUEST	2861		request_2	1575507052564	1575507052600	KO	j.i.IOException: Premature close
REQUEST	3464		request_1	1575507052564	1575507052600	KO	j.i.IOException: Premature close
REQUEST	1805		request_3	1575507052564	1575507052600	KO	j.i.IOException: Premature close
REQUEST	1334		request_8	1575507052574	1575507052601	KO	j.i.IOException: Premature close
REQUEST	2645		request_2	1575507052574	1575507052601	KO	j.i.IOException: Premature close
REQUEST	1334		request_7	1575507052574	1575507052601	KO	j.i.IOException: Premature close
REQUEST	3101		request_1	1575507047185	1575507052604	OK	 
REQUEST	1636		request_3 Redirect 1	1575507049514	1575507052604	OK	 
REQUEST	2433		request_2	1575507049597	1575507052619	OK	 
REQUEST	1969		request_3	1575507052524	1575507052624	OK	 
REQUEST	1303		request_6	1575507052529	1575507052625	OK	 
REQUEST	3467		request_1	1575507052594	1575507052636	KO	j.i.IOException: Premature close
REQUEST	1413		request_4	1575507052484	1575507052641	OK	 
REQUEST	1640		request_3	1575507052614	1575507052652	KO	j.i.IOException: Premature close
REQUEST	3454		request_1	1575507052464	1575507052654	OK	 
REQUEST	1724		request_3	1575507052614	1575507052656	KO	j.i.IOException: Premature close
REQUEST	1173		request_5	1575507052624	1575507052656	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1173	END	1575506978304	1575507052656
REQUEST	1582		request_3	1575507052624	1575507052662	KO	j.i.IOException: Premature close
REQUEST	1643		request_3	1575507052634	1575507052663	KO	j.i.IOException: Premature close
REQUEST	2988		request_2	1575507052634	1575507052663	KO	j.i.IOException: Premature close
REQUEST	2981		request_2	1575507052634	1575507052663	KO	j.i.IOException: Premature close
REQUEST	2993		request_2	1575507052634	1575507052664	KO	j.i.IOException: Premature close
REQUEST	3099		request_1	1575507049567	1575507052665	OK	 
REQUEST	2994		request_2	1575507052634	1575507052671	KO	j.i.IOException: Premature close
REQUEST	1363		request_5	1575507052644	1575507052690	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	RecordedSimulation	1363	END	1575506984494	1575507052690
REQUEST	3470		request_1	1575507052664	1575507052691	KO	j.i.IOException: Premature close
REQUEST	1216		request_4	1575507052664	1575507052703	KO	j.i.IOException: Premature close
REQUEST	3189		request_1	1575507049627	1575507052713	OK	 
